First Connection Timestamp	Last Connection Timestamp	Network Name	Cell Tower ID/Wifi MAC	Network Type	Bytes In	Bytes Out	Connection Attempts	Connection Successes	Packets In	Packets Out
2022-01-10 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16986637	Cellular	4694771.0	1048486.0	219.0	216.0	4056.0	5636.0
2022-01-12 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16986646	Cellular	96762567.0	1413756.0	132.0	126.0	22589.0	18185.0
2022-01-12 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16986636	Cellular	148089474.0	1053200.0	105.0	97.0	19284.0	15781.0
2022-01-12 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16986647	Cellular	4112927.0	1312652.0	263.0	258.0	4030.0	5661.0
2022-01-14 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16983555	Cellular	3204026.0	294200.0	93.0	90.0	1573.0	2268.0
2022-01-14 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16983586	Cellular	22097028.0	3374804.0	750.0	735.0	18381.0	24867.0
2022-01-14 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16983589	Cellular	131771737.0	4614764.0	422.0	417.0	40984.0	43089.0
2022-01-14 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17050661	Cellular	75147882.0	1533099.0	134.0	133.0	11502.0	10551.0
2022-01-14 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16983590	Cellular	11682535.0	1587136.0	304.0	290.0	8782.0	11042.0
2022-01-14 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16983587	Cellular	7723761.0	1299118.0	300.0	282.0	7277.0	9349.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17050659	Cellular	8485311.0	1382530.0	355.0	351.0	7499.0	10030.0
2022-01-15 05:00:00+00:00	2022-02-08 05:00:00+00:00	TFW	17051168	Cellular	16485462.0	2360796.0	384.0	383.0	10145.0	13459.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17051169	Cellular	13342681.0	428669.0	98.0	94.0	3424.0	4025.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17050657	Cellular	1147125.0	159693.0	33.0	33.0	819.0	1030.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16961571	Cellular	274840.0	48314.0	18.0	18.0	309.0	432.0
2022-01-15 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958209	Cellular	14429.0	12994.0	2.0	2.0	44.0	98.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16961539	Cellular	403775.0	93808.0	29.0	29.0	492.0	713.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16961568	Cellular	768.0	1275.0	1.0	1.0	11.0	12.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961570	Cellular	95054.0	32727.0	11.0	9.0	121.0	170.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17065239	Cellular	49127.0	9375.0	2.0	2.0	51.0	70.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961550	Cellular	123163.0	41770.0	15.0	15.0	195.0	289.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961549	Cellular	22507.0	18274.0	7.0	6.0	66.0	91.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961548	Cellular						
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16959761	Cellular	5087.0	9350.0	4.0	1.0	12.0	51.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961537	Cellular						
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16959758	Cellular	190073.0	31324.0	11.0	11.0	190.0	248.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16959757	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056033	Cellular	90204.0	48858.0	16.0	14.0	177.0	265.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056023	Cellular	203514.0	39993.0	14.0	13.0	189.0	285.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056034	Cellular	300268.0	59437.0	10.0	10.0	242.0	310.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17056003	Cellular	609770.0	153156.0	14.0	15.0	525.0	804.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056037	Cellular	5826175.0	293869.0	69.0	69.0	1751.0	2206.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056035	Cellular	5510293.0	508794.0	102.0	100.0	2695.0	3814.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056024	Cellular	61371.0	58573.0	8.0	7.0	155.0	272.0
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056025	Cellular	8347.0	6803.0	3.0	3.0	28.0	38.0
2022-01-15 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958220	Cellular	5247.0	1404.0	0.0	0.0	11.0	10.0
2022-01-15 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958223	Cellular	11255.0	10762.0	2.0	2.0	21.0	39.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16958233	Cellular						
2022-01-15 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17069583	Cellular	7356.0	6157.0	2.0	2.0	18.0	27.0
2022-01-15 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958231	Cellular						
2022-01-15 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958232	Cellular	74301.0	25668.0	9.0	9.0	142.0	212.0
2022-01-15 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	4950	Cellular						
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17051424	Cellular						
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17051414	Cellular						
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17050646	Cellular						
2022-01-15 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	17050627	Cellular	14387731.0	663375.0	127.0	128.0	8443.0	5407.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17050658	Cellular	604809.0	126752.0	39.0	38.0	944.0	1171.0
2022-01-15 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17050656	Cellular	34543870.0	2462812.0	759.0	754.0	13816.0	18930.0
2022-01-16 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16958723	Cellular	0.0	40.0	0.0	0.0	0.0	1.0
2022-01-16 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17068556	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-16 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16962342	Cellular	4422.0	7957.0	1.0	1.0	23.0	32.0
2022-01-16 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056042	Cellular	8098.0	2249.0	1.0	1.0	19.0	21.0
2022-01-16 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961551	Cellular						
2022-01-16 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16962338	Cellular	0.0	76.0	0.0	0.0	0.0	1.0
2022-01-16 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17072662	Cellular	18765.0	12536.0	4.0	4.0	39.0	64.0
2022-01-16 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	17051464	Cellular						
2022-01-18 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16978968	Cellular	547.0	304.0	1.0	0.0	4.0	5.0
2022-01-18 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16978978	Cellular	5951.0	1661.0	0.0	1.0	7.0	12.0
2022-01-18 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16978976	Cellular	27826.0	7826.0	3.0	3.0	39.0	74.0
2022-01-18 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16978977	Cellular	0.0	230.0	0.0	0.0	0.0	2.0
2022-01-18 05:00:00+00:00	2022-01-18 05:00:00+00:00	TFW	17051158	Cellular	376.0	296.0	0.0	0.0	4.0	4.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16983579	Cellular	2943344.0	556598.0	10.0	9.0	2404.0	3469.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17051434	Cellular	26041.0	7202.0	1.0	1.0	24.0	36.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16962336	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16958744	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17065248	Cellular	7426.0	6176.0	1.0	1.0	10.0	20.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17065250	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16958488	Cellular	503609.0	15902.0	1.0	1.0	161.0	139.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056002	Cellular	17178.0	8135.0	3.0	3.0	42.0	59.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056015	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17056027	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958230	Cellular	122846.0	14091.0	3.0	3.0	60.0	90.0
2022-01-19 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	17069592	Cellular	8850.0	2393.0	1.0	1.0	23.0	21.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17069582	Cellular	11929.0	1921.0	1.0	1.0	13.0	19.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17069581	Cellular	6191.0	2025.0	1.0	1.0	9.0	16.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17069580	Cellular	50.0	196.0	0.0	0.0	2.0	3.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16983580	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16983554	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	4864	Cellular	61976.0	16055.0	3.0	3.0	105.0	116.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	757	Cellular	17217.0	18007.0	3.0	3.0	40.0	88.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	196609	Cellular	5180.0	5802.0	1.0	1.0	17.0	22.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	193792	Cellular	8307.0	6421.0	1.0	1.0	33.0	41.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16961569	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17065229	Cellular	6534.0	2368.0	1.0	1.0	16.0	23.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	17065251	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16962307	Cellular	6790.0	1639.0	1.0	1.0	13.0	19.0
2022-01-19 05:00:00+00:00	2022-01-19 05:00:00+00:00	TFW	16962329	Cellular	1178.0	1740.0	2.0	1.0	8.0	12.0
2022-01-19 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16962306	Cellular	12463.0	4121.0	2.0	2.0	19.0	32.0
2022-01-21 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16958754	Cellular	45368.0	3440.0	1.0	1.0	38.0	44.0
2022-01-21 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16958755	Cellular	796.0	511.0	0.0	0.0	9.0	8.0
2022-01-21 05:00:00+00:00	2022-01-21 05:00:00+00:00	Spinner Place	44:1E:98:43:CD:0C	Wifi	1902104897.0	40851860.0	1507.0	1492.0	245831.0	232089.0
2022-01-21 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16962339	Cellular	5054.0	2290.0	1.0	1.0	20.0	23.0
2022-01-21 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16962332	Cellular	551698.0	448167.0	7.0	7.0	346.0	543.0
2022-01-21 05:00:00+00:00	2022-01-21 05:00:00+00:00	TFW	16962326	Cellular	401.0	228.0	0.0	0.0	4.0	3.0
2022-02-03 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	38:17:C3:6C:9A:72	Wifi	5955640.0	1947865.0	343.0	340.0	10943.0	13459.0
2022-02-05 05:00:00+00:00	2022-02-10 05:00:00+00:00	Philatelist_Connextion 2.4	00:16:FB:B2:B6:20	Wifi	1980463.0	8481553.0	15037.0	0.0	7081.0	130617.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D2:F0:72	Wifi	675730.0	90486.0	25.0	22.0	529.0	649.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D2:F1:12	Wifi	103414112.0	12892624745.0	857.0	845.0	52438.0	56723.0
