Timestamp	Page URL	Icon URL	Width	Height	Generated Representations?
2022-02-11 03:59:42	https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECAAQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1AIQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WMdOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-serp	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECAAQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1AIQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WMdOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-serp&dlnr=1&sei=veAFYoyEGNGiptQPrPKJ6AI	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=hacked+computer+what+to+do&client=safari&hl=en-us&sxsrf=APq-WBsUyzWg9BTfOi2kW_EuAQzeax0GiA%3A1644552384868&ei=wOAFYt-zNLybptQP8ri-KA&oq=hacked+computer&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYAjIKCAAQgAQQhwIQFDIKCAAQgAQQhwIQFDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCCMQsAMQJzoHCAAQRxCwAzoKCAAQsAMQyQMQQzoICAAQkgMQsAM6EgguEMcBEKMCEMgDELADEEMYADoMCC4QyAMQsAMQQxgAOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwguEMcBEK8BEJECOg0ILhCxAxDHARCjAhBDOgcIABCxAxBDOgcIABDJAxBDOgsILhCABBCxAxDUAjoICC4QgAQQsQM6CgguELEDENQCEEM6CwgAEIAEELEDEIMBOgQILhBDOgsILhCABBDHARCvAToKCAAQsQMQgwEQQzoNCC4QsQMQxwEQ0QMQQzoICAAQgAQQsQM6BQguELEDOggIABCxAxCDAUoFCDgSATFKBAhBGABQxtECWIyMA2CynQNoBnAAeACAAZEBiAGvCZIBBDEzLjKYAQCgAQGwAQrIAQ_AAQHaAQQIABgI&sclient=mobile-gws-wiz-serp	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=how+to+fix+a+computer+from+being+hacked&client=safari&hl=en-us&sxsrf=APq-WBv440JvWYzM-_FnkYZpf3tZhpfs_A%3A1644551980149&ei=LN8FYoTICOCZptQP2_SxkAs&oq=how+to+fix+a+computer+from+being+hacked&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQghEKsCOgcIIxCwAxAnOgcIABBHELADOgcIABCwAxBDOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBCxAzoOCC4QsQMQgwEQxwEQowI6BAgjECc6BQgAEJECOgUIABCABDoLCC4QgAQQsQMQ1AI6CAgAELEDEIMBOgUIABCxAzoGCAAQFhAeOgUIABCGAzoFCCEQoAE6CAghEBYQHRAeSgQIQRgAUKIbWL2RAWD4pgFoBXAAeAGAAb8CiAHaGZIBCDM1LjIuMS4xmAEAoAEBsAEIyAEKwAEB&sclient=mobile-gws-wiz-serp	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=plant+shops+near+me&ie=UTF-8&oe=UTF-8&hl=en-us&client=safari	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=plant+shops+near+me&ie=UTF-8&oe=UTF-8&hl=en-us&client=safari&dlnr=1&sei=5d7iYf6jKZKtptQP_-GIwAE	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=what+to+do+if+you+get+hacked&ie=UTF-8&oe=UTF-8&hl=en-us&client=safari	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=whatsmyip.com&client=safari&hl=en-us&ei=MiXkYc-ZMLOfptQPgvCg2Ak&oq=whatsmyip.com&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBwgAEIAEEAoyBggAEAoQHjIECAAQHjIGCAAQChAeMgQIABAeOgcIABBHELADOg0ILhDHARCjAhCwAxBDOgcIABCwAxBDOg4IABCPARDqAhCMAxDlAjoFCAAQkQI6DgguEIAEELEDEMcBENEDOgsILhCABBDHARCjAjoOCC4QgAQQsQMQxwEQowI6CwguEIAEELEDEIMBOhEILhCABBCxAxCDARDHARDRAzoECAAQQzoLCC4QgAQQxwEQrwE6BwgAELEDEEM6CAgAEIAEELEDOgoIABCxAxCDARBDOgcILhCABBAKOggIABCxAxCDAToLCAAQgAQQsQMQgwE6BAgAEAM6CAgAEIAEEMkDOgUIABCSAzoLCAAQgAQQsQMQyQM6BwgAELEDEAo6CggAELEDEIMBEApKBAhBGABQ7A9YuEdg4lBoCnABeACAAasBiAGlDJIBBDE0LjOYAQCgAQGwAQ_IAQvAAQE&sclient=mobile-gws-wiz-serp	https://www.google.com/favicon.ico	32	32	0
2022-02-11 03:59:42	https://www.google.com/search?q=when+does+bed+bath+and+beyond+close&ie=UTF-8&oe=UTF-8&hl=en-us&client=safari	https://www.google.com/favicon.ico	32	32	0
2022-01-15 14:50:06	https://www.google.com/maps/dir//472+Marshall+Ave,+Williston,+VT+05495/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x4cca78fdb4999e8b:0x7a59527145808dbf?entry=s&sa=X	https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico	32	32	1
